2025-02-02 16:27:00.139 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-02 16:27:00.141 | INFO     | __main__:<module>:50 - Project root: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe
2025-02-02 16:27:00.141 | INFO     | __main__:<module>:54 - Data folder: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe\data
2025-02-02 16:27:00.141 | INFO     | __main__:<module>:58 - Data file: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe\data\buzz_live.json
2025-02-02 16:27:00.142 | INFO     | __main__:main:125 - START producer...
2025-02-02 16:27:00.142 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-02 16:27:00.142 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-02 16:27:00.143 | INFO     | __main__:main:134 - {'message': 'I just found a movie! It was boring.', 'author': 'Charlie'}
2025-02-02 16:27:03.144 | INFO     | __main__:main:134 - {'message': 'I just saw a movie! It was funny.', 'author': 'Bob'}
2025-02-02 16:27:03.907 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-02 16:27:03.908 | INFO     | __main__:<module>:38 - Project root: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe
2025-02-02 16:27:03.908 | INFO     | __main__:<module>:39 - Data folder: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe\data
2025-02-02 16:27:03.908 | INFO     | __main__:<module>:40 - Data file: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe\data\buzz_live.json
2025-02-02 16:27:05.161 | INFO     | __main__:main:155 - START consumer.
2025-02-02 16:27:06.145 | INFO     | __main__:main:134 - {'message': 'I just tried an app! It was funny.', 'author': 'Alice'}
2025-02-02 16:27:06.171 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just tried an app! It was funny.', 'author': 'Alice'}
2025-02-02 16:27:06.171 | INFO     | __main__:process_message:121 - Message received from author: Alice
2025-02-02 16:27:06.171 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 1}
2025-02-02 16:27:06.334 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just tried an app! It was funny.", "author": "Alice"}

2025-02-02 16:27:08.023 | WARNING  | __main__:main:139 - Producer interrupted by user.
2025-02-02 16:27:08.023 | INFO     | __main__:main:143 - Producer shutting down.
2025-02-02 16:27:08.803 | INFO     | __main__:main:186 - Consumer interrupted by user.
2025-02-03 13:30:36.053 | INFO     | __main__:main:192 - Consumer closed.
2025-02-03 15:55:13.052 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-03 15:55:13.053 | INFO     | __main__:<module>:50 - Project root: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe
2025-02-03 15:55:13.054 | INFO     | __main__:<module>:54 - Data folder: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe\data
2025-02-03 15:55:13.054 | INFO     | __main__:<module>:58 - Data file: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe\data\buzz_live.json
2025-02-03 15:55:13.054 | INFO     | __main__:main:125 - START producer...
2025-02-03 15:55:13.054 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-03 15:55:13.054 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-03 15:55:13.054 | INFO     | __main__:main:134 - {'message': 'I just loved a meme! It was exciting.', 'author': 'Charlie'}
2025-02-03 15:55:16.056 | INFO     | __main__:main:134 - {'message': 'I just tried a story! It was weird.', 'author': 'Bob'}
2025-02-03 15:55:17.794 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-03 15:55:17.795 | INFO     | __main__:<module>:38 - Project root: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe
2025-02-03 15:55:17.795 | INFO     | __main__:<module>:39 - Data folder: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe\data
2025-02-03 15:55:17.795 | INFO     | __main__:<module>:40 - Data file: C:\Users\Ryan Krabbe\Documents\Streaming_Data\buzzline-04-krabbe\data\buzz_live.json
2025-02-03 15:55:18.937 | INFO     | __main__:main:155 - START consumer.
2025-02-03 15:55:19.057 | INFO     | __main__:main:134 - {'message': 'I just loved a meme! It was weird.', 'author': 'Bob'}
2025-02-03 15:55:19.444 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just loved a meme! It was weird.', 'author': 'Bob'}
2025-02-03 15:55:19.444 | INFO     | __main__:process_message:121 - Message received from author: Bob
2025-02-03 15:55:19.445 | INFO     | __main__:process_message:127 - Updated author counts: {'Bob': 1}
2025-02-03 15:55:19.624 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just loved a meme! It was weird.", "author": "Bob"}

2025-02-03 15:55:22.058 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was boring.', 'author': 'Alice'}
2025-02-03 15:55:22.129 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw a meme! It was boring.', 'author': 'Alice'}
2025-02-03 15:55:22.129 | INFO     | __main__:process_message:121 - Message received from author: Alice
2025-02-03 15:55:22.130 | INFO     | __main__:process_message:127 - Updated author counts: {'Bob': 1, 'Alice': 1}
2025-02-03 15:55:22.182 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw a meme! It was boring.", "author": "Alice"}

2025-02-03 15:55:25.059 | INFO     | __main__:main:134 - {'message': 'I just found a trick! It was funny.', 'author': 'Eve'}
2025-02-03 15:55:25.189 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just found a trick! It was funny.', 'author': 'Eve'}
2025-02-03 15:55:25.190 | INFO     | __main__:process_message:121 - Message received from author: Eve
2025-02-03 15:55:25.190 | INFO     | __main__:process_message:127 - Updated author counts: {'Bob': 1, 'Alice': 1, 'Eve': 1}
2025-02-03 15:55:25.245 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just found a trick! It was funny.", "author": "Eve"}

2025-02-03 15:55:28.060 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was funny.', 'author': 'Charlie'}
2025-02-03 15:55:28.254 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just loved a trick! It was funny.', 'author': 'Charlie'}
2025-02-03 15:55:28.254 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-02-03 15:55:28.254 | INFO     | __main__:process_message:127 - Updated author counts: {'Bob': 1, 'Alice': 1, 'Eve': 1, 'Charlie': 1}
2025-02-03 15:55:28.556 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just loved a trick! It was funny.", "author": "Charlie"}

2025-02-03 15:55:31.062 | INFO     | __main__:main:134 - {'message': 'I just shared a meme! It was amazing.', 'author': 'Eve'}
